transaction_id,customer_id,merchant_id,amount,currency,timestamp,device_id,ip_address,location,lat,lon,payment_method,beneficiary_id,transaction_status,customer_age_days,customer_avg_amount,customer_transaction_count,previous_fraud_alerts,chargeback_history,is_fraud,fraud_type,velocity_1m,velocity_10m,velocity_1h,velocity_24h,amount_to_baseline_ratio
txn_7f62089b7b,cust_00422,merch_71143b04d0,1700.07,INR,2026-07-20T23:04:14,dev_aba03f7af0,49.206.221.85,Kolkata,22.5726,88.3639,netbanking,benef_c002bf8722,completed,1768,2809.27,156,0,0,0,none,0,1,4,4,0.605
txn_718a9d488c,cust_00254,merch_e7abd3f203,1398.8,INR,2026-07-10T00:03:26,dev_ceac4e5c15,49.73.22.196,Mumbai,19.076,72.8777,upi,benef_29c70c60b6,completed,1845,1213.78,462,0,0,0,none,1,1,2,5,1.152
txn_019a441ec1,cust_00222,merch_869521008e,1936.61,INR,2026-07-11T08:04:49,dev_7b40df83ea,49.236.20.221,Ahmedabad,23.0225,72.5714,card,benef_c7bbec0af2,completed,1763,2084.45,14,0,0,0,none,1,2,2,6,0.929
txn_5f1766c81e,cust_00381,merch_e7abd3f203,455.45,INR,2026-07-15T07:01:41,dev_8f5884847c,49.173.155.155,Kolkata,22.5726,88.3639,netbanking,benef_80d1d5a7ff,completed,303,525.42,275,0,0,0,none,1,2,3,10,0.867
txn_cc6fdec559,cust_00034,merch_dd82948f35,4987.06,INR,2026-07-12T20:31:35,dev_56ec09f06a,49.104.187.87,Bengaluru,12.9716,77.5946,upi,benef_d2d6bb1550,completed,452,4863.38,419,0,0,0,none,1,1,0,4,1.025
txn_0a6e3eaa2d,cust_00141,merch_cabe3a62d2,1977.54,INR,2026-07-07T12:21:54,dev_a9895b44e3,49.23.81.65,Ahmedabad,23.0225,72.5714,card,benef_64fec7f68a,completed,1660,2142.66,485,0,0,0,none,0,2,4,6,0.923
txn_be51b6aba3,cust_00220,merch_3988b86e93,1062.32,INR,2026-07-29T08:45:41,dev_4eb8cac268,49.128.192.111,Bengaluru,12.9716,77.5946,wallet,benef_9672a11799,completed,1562,1301.46,98,0,0,0,none,0,0,2,6,0.816
txn_b37d777580,cust_00108,merch_01836b4c1c,11955.47,INR,2026-06-03T06:08:31,dev_d28a372874,49.213.240.23,Hyderabad,17.385,78.4867,wallet,benef_d197630311,completed,1851,1889.89,323,0,0,1,unusual_amount,0,2,3,9,6.326
txn_39c1d0995e,cust_00030,merch_a70bbe3fcf,3246.48,INR,2026-07-03T22:23:38,dev_7d2339994a,49.221.85.19,Bengaluru,12.9716,77.5946,upi,benef_321ee17250,completed,1145,3230.69,446,0,0,0,none,1,2,4,9,1.005
txn_9b38c96711,cust_00075,merch_abf9ee9ff5,3914.02,INR,2026-07-27T09:17:22,dev_8ca208b6a1,49.169.22.73,Delhi,28.7041,77.1025,upi,benef_428924386a,completed,1377,3238.08,108,0,0,0,none,1,1,2,4,1.209
txn_64bcdceee3,cust_00080,merch_0d1d63e3f9,3960.88,INR,2026-06-28T05:32:43,dev_d1f7f944b5,49.46.206.246,Hyderabad,17.385,78.4867,netbanking,benef_d0d9217574,completed,1907,4266.7,139,0,0,1,shared_device,0,2,1,2,0.928
txn_39593b046e,cust_00479,merch_5b4ca87e59,4635.09,INR,2026-07-06T02:20:21,dev_43297148b3,49.27.81.95,Mumbai,19.076,72.8777,wallet,benef_49c7b5fb8e,completed,566,5321.64,28,0,0,0,none,0,0,3,5,0.871
txn_f7b7738eff,cust_00005,merch_eda360a87f,6382.67,INR,2026-07-15T09:01:48,dev_b4bd475048,49.98.25.92,Mumbai,19.076,72.8777,wallet,benef_fc11383ef3,completed,2477,5130.72,369,0,0,0,none,1,2,1,7,1.244
txn_0ee6f8aea4,cust_00051,merch_cabe3a62d2,7811.39,INR,2026-07-07T21:45:22,dev_058979e8bf,49.239.170.27,Chennai,13.0827,80.2707,netbanking,benef_b05ad06266,completed,555,5651.9,303,0,0,0,none,1,2,0,7,1.382
txn_f5ac32ad52,cust_00105,merch_e7abd3f203,1582.2,INR,2026-06-11T18:31:14,dev_a60c997b38,49.218.108.211,Bengaluru,12.9716,77.5946,netbanking,benef_7214441ba9,completed,1780,3094.15,69,0,0,0,none,1,0,0,1,0.511
txn_4bc8b32a41,cust_00214,merch_71143b04d0,1327.07,INR,2026-07-23T03:28:43,dev_9e67a99630,49.227.14.40,Mumbai,19.076,72.8777,upi,benef_ee9b5c45a7,completed,208,1197.24,109,0,0,0,none,0,2,3,4,1.108
txn_42509a6211,cust_00257,merch_71143b04d0,2300.95,INR,2026-07-05T23:26:43,dev_5a3f2e2372,49.96.58.8,Mumbai,19.076,72.8777,netbanking,benef_d715dad865,completed,410,2116.5,40,0,0,0,none,1,1,0,5,1.087
txn_f98d9ab26a,cust_00016,merch_b159d25f91,4695.83,INR,2026-07-08T18:44:35,dev_8e92aabfd9,49.93.57.36,Kolkata,22.5726,88.3639,upi,benef_5d05ff00e1,completed,377,3204.3,433,0,0,0,none,0,0,2,10,1.465
txn_6f47a0fa9e,cust_00361,merch_e2614244ee,5047.58,INR,2026-06-09T12:20:38,dev_4499baf094,49.12.109.89,Mumbai,19.076,72.8777,netbanking,benef_0bab54ac79,completed,2221,4292.19,305,0,0,0,none,0,2,3,1,1.176
txn_9df485edde,cust_00061,merch_01836b4c1c,1454.42,INR,2026-06-11T00:50:33,dev_205cc328a0,49.46.189.237,Bengaluru,12.9716,77.5946,card,benef_4119621134,completed,1691,2193.46,152,0,0,0,none,0,0,2,3,0.663
txn_d9a007e063,cust_00162,merch_869521008e,427.98,INR,2026-07-22T20:44:47,dev_df39f6d4bc,49.178.77.232,Delhi,28.7041,77.1025,card,benef_a5a1bd2535,completed,1333,465.0,471,0,0,0,none,1,2,2,10,0.92
txn_2a53dc52bc,cust_00345,merch_95a0ec3e14,3361.98,INR,2026-07-08T08:38:56,dev_c4f29994e3,49.50.208.29,Chennai,13.0827,80.2707,upi,benef_40704b4ea3,completed,1884,2184.9,467,0,0,0,none,1,1,1,2,1.539
txn_82c4d73d10,cust_00140,merch_0d1d63e3f9,1879.15,INR,2026-06-21T11:43:59,dev_9559dc9578,49.106.178.127,Pune,18.5204,73.8567,netbanking,benef_be20ecbe42,completed,1645,1942.84,319,0,0,1,merchant_abuse,5,17,22,45,0.967
txn_6df6022d61,cust_00060,merch_dd82948f35,4216.86,INR,2026-06-07T22:15:16,dev_2f447b6bbf,49.237.239.61,Delhi,28.7041,77.1025,card,benef_72b8a7c2f1,completed,730,5228.25,171,0,0,0,none,0,2,2,5,0.807
txn_07acd7cfdf,cust_00126,merch_b159d25f91,5316.38,INR,2026-07-04T22:59:25,dev_c3332c1b80,49.233.114.77,Ahmedabad,23.0225,72.5714,card,benef_b36d8cfac3,completed,1761,5202.95,241,0,0,0,none,0,0,3,9,1.022
txn_080927a5f1,cust_00357,merch_01836b4c1c,3553.08,INR,2026-06-06T06:19:16,dev_7adc015234,49.43.84.219,Delhi,28.7041,77.1025,upi,benef_b456c28b81,completed,481,3265.95,3,0,0,0,none,1,0,2,1,1.088
txn_e8ecddc8be,cust_00433,merch_869521008e,979.28,INR,2026-07-24T20:05:24,dev_366aa5ae18,49.248.204.111,Pune,18.5204,73.8567,upi,benef_67fdbf0e3c,completed,408,903.88,12,0,0,0,none,0,1,0,1,1.083
txn_2970658733,cust_00432,merch_dd82948f35,1047.91,INR,2026-07-09T07:58:23,dev_cf984138cc,49.169.171.91,Hyderabad,17.385,78.4867,wallet,benef_8c925d2705,completed,186,1248.13,372,0,0,0,none,0,2,3,8,0.84
txn_271f0074b5,cust_00022,merch_b159d25f91,19124.06,INR,2026-07-10T20:18:48,dev_411b25abf8,49.96.196.42,Delhi,28.7041,77.1025,netbanking,benef_8cc025e9be,completed,2177,3374.46,374,0,0,1,new_beneficiary_high_amount,0,1,3,10,5.667
txn_940216feaa,cust_00416,merch_ce05f572e1,4271.61,INR,2026-06-30T17:53:32,dev_68e3a7cde3,49.142.24.153,Pune,18.5204,73.8567,wallet,benef_5dc8cb76be,completed,1333,3708.85,317,0,0,0,none,0,1,1,9,1.152
txn_9030dbe35b,cust_00124,merch_3988b86e93,7475.6,INR,2026-07-03T01:48:52,dev_f2ca4ced8e,49.39.208.145,Delhi,28.7041,77.1025,netbanking,benef_f1b30a8166,completed,353,5710.02,335,0,0,0,none,0,0,1,2,1.309
txn_b05f189b2e,cust_00415,merch_0d1d63e3f9,2284.89,INR,2026-06-25T04:45:53,dev_fc7a3d7c14,49.143.143.132,Ahmedabad,23.0225,72.5714,wallet,benef_59a9af2ba0,completed,112,2625.85,322,0,0,0,none,0,0,1,3,0.87
txn_c7f9a63794,cust_00018,merch_9b22423275,2470.64,INR,2026-06-23T03:54:21,dev_bdea9e4e94,49.98.153.120,Kolkata,22.5726,88.3639,upi,benef_e639692ae7,completed,2271,3315.95,348,0,0,0,none,1,1,3,7,0.745
txn_bf437f0d85,cust_00374,merch_ce05f572e1,1669.68,INR,2026-06-14T22:31:55,dev_9a2739ebfe,49.77.71.16,Kolkata,22.5726,88.3639,wallet,benef_da1d702133,completed,2428,3473.29,239,0,0,0,none,0,1,2,9,0.481
txn_1f97a776cd,cust_00055,merch_869521008e,1243.8,INR,2026-07-23T18:21:38,dev_be4e0ab409,49.1.86.198,Bengaluru,12.9716,77.5946,wallet,benef_ee46491fb8,completed,1077,1045.67,74,0,0,0,none,1,0,3,7,1.189
txn_2c93a0cba3,cust_00151,merch_b159d25f91,2324.34,INR,2026-06-22T10:09:54,dev_a967784a6a,49.115.138.124,Delhi,28.7041,77.1025,card,benef_48d4a4ceb9,completed,2265,2267.21,245,0,0,0,none,0,1,1,5,1.025
txn_38afe6fb16,cust_00127,merch_bd45cae8e0,920.88,INR,2026-07-03T07:18:42,dev_2ccfc405d1,49.157.246.190,Bengaluru,12.9716,77.5946,netbanking,benef_b895090f98,completed,856,865.63,124,0,0,0,none,1,2,0,4,1.064
txn_53969dfeae,cust_00396,merch_ea7ea275c9,2797.0,INR,2026-07-11T03:55:01,dev_294d44e217,49.2.137.142,Bengaluru,12.9716,77.5946,card,benef_fd00fcb76c,completed,73,2644.63,316,0,0,0,none,0,2,2,5,1.058
txn_d4ec9fe651,cust_00290,merch_cabe3a62d2,36086.82,INR,2026-07-05T00:50:46,dev_5daf0275f0,49.32.253.52,Hyderabad,17.385,78.4867,card,benef_6c2b9029e0,completed,974,4814.77,116,0,0,1,new_beneficiary_high_amount,0,1,3,3,7.495
txn_3d78246b82,cust_00165,merch_314f15c227,1656.46,INR,2026-07-12T14:17:53,dev_4e7e2a84c1,49.234.150.37,Ahmedabad,23.0225,72.5714,wallet,benef_709cccc45e,completed,1045,1623.47,150,0,0,0,none,0,2,2,9,1.02
txn_fe2022f11d,cust_00061,merch_c2141d29d8,3020.56,INR,2026-07-01T04:30:59,dev_205cc328a0,49.46.189.237,Bengaluru,12.9716,77.5946,card,benef_4119621134,completed,1691,2193.46,23,0,0,0,none,1,1,0,3,1.377
txn_e54446da44,cust_00282,merch_514e977767,2707.03,INR,2026-07-28T15:46:59,dev_5b49650d5e,49.155.40.174,Bengaluru,12.9716,77.5946,netbanking,benef_4b13cdd583,completed,1524,2864.56,59,0,0,0,none,1,1,0,8,0.945
txn_6b6ceed5f5,cust_00080,merch_9b22423275,4650.42,INR,2026-06-25T21:11:40,dev_45a2b3fed1,49.46.206.246,Hyderabad,17.385,78.4867,wallet,benef_d0d9217574,completed,1907,4266.7,29,0,0,0,none,0,0,1,5,1.09
txn_9c5feb379e,cust_00020,merch_2340f5e723,333.0,INR,2026-07-02T00:09:07,dev_627b82c0ea,49.112.41.117,Chennai,13.0827,80.2707,upi,benef_1610cdf254,completed,1083,318.5,5,0,0,0,none,0,0,0,3,1.046
txn_66dd24546f,cust_00090,merch_ce05f572e1,2738.02,INR,2026-07-30T16:50:10,dev_0b380fbc0a,49.125.57.70,Hyderabad,17.385,78.4867,wallet,benef_c614fd55ee,completed,123,2784.27,173,0,0,0,none,1,2,2,1,0.983
txn_028e16e132,cust_00255,merch_c84b2d9f81,8821.99,INR,2026-06-15T23:10:18,dev_d1f7f944b5,103.70.135.17,Kolkata,22.5726,88.3639,wallet,benef_76bd988fb5,completed,1852,1565.62,190,0,0,1,coordinated_cluster,4,15,16,40,5.635
txn_151103c147,cust_00026,merch_4b2372e333,3236.04,INR,2026-06-30T15:02:47,dev_bb2ab9f28f,49.68.136.224,Delhi,28.7041,77.1025,netbanking,benef_c5b26bf15d,completed,872,3757.59,466,0,0,0,none,1,1,4,4,0.861
txn_f0023b3700,cust_00021,merch_07be2912df,4718.41,INR,2026-06-06T23:11:34,dev_54b9144306,49.223.161.77,Mumbai,19.076,72.8777,upi,benef_ee80812449,completed,2084,5097.52,351,0,0,0,none,1,1,2,8,0.926
txn_d1a50e3344,cust_00216,merch_c2141d29d8,697.53,INR,2026-06-14T03:41:53,dev_810057f16a,49.56.194.132,Chennai,13.0827,80.2707,card,benef_c832244c24,completed,1765,948.76,196,0,0,0,none,0,1,1,3,0.735
txn_0405d54923,cust_00425,merch_b159d25f91,4307.41,INR,2026-07-08T19:53:39,dev_dea498430e,49.97.72.210,Pune,18.5204,73.8567,wallet,benef_9c8159ef5c,completed,1500,4779.44,54,0,0,0,none,1,1,0,5,0.901
txn_28e3a63ef5,cust_00429,merch_abf9ee9ff5,3185.95,INR,2026-07-06T07:54:49,dev_5c3447a622,49.184.109.203,Lagos,6.5244,3.3792,card,benef_5f704df927,completed,1844,2448.85,314,0,0,1,suspicious_geo,0,1,3,8,1.301
txn_68847c1d90,cust_00097,merch_fd372ae5fa,696.37,INR,2026-07-14T01:54:01,dev_ffe459b4dd,49.200.246.167,Mumbai,19.076,72.8777,wallet,benef_82b5aafa73,completed,132,529.47,239,0,0,0,none,1,1,0,9,1.315
txn_059cfd27ed,cust_00477,merch_2340f5e723,514.37,INR,2026-06-25T15:12:55,dev_17a501b501,49.133.175.114,Hyderabad,17.385,78.4867,netbanking,benef_c8b719ec7d,completed,1412,352.94,174,0,0,0,none,0,1,2,3,1.457
txn_bffc81ef8d,cust_00153,merch_5ca7180d9a,693.82,INR,2026-06-08T15:58:42,dev_b2ca59afd2,49.220.199.106,Hyderabad,17.385,78.4867,card,benef_7da256546f,completed,1942,548.79,62,0,0,0,none,1,0,1,4,1.264
txn_8848404b4f,cust_00152,merch_95a0ec3e14,9256.15,INR,2026-06-13T19:45:03,dev_90dd29e2ca,185.92.103.233,Ahmedabad,23.0225,72.5714,wallet,benef_f61e98bef7,completed,983,1375.32,455,0,0,1,account_takeover,0,2,1,5,6.73
txn_ab67aa9cc0,cust_00008,merch_0d1d63e3f9,3473.65,INR,2026-06-15T15:46:29,dev_d6a068d8fa,49.12.170.59,Mumbai,19.076,72.8777,card,benef_bcc0ac233e,completed,331,4706.49,95,0,0,0,none,1,1,2,3,0.738
txn_89b81dbe55,cust_00071,merch_ea7ea275c9,3358.57,INR,2026-07-25T05:58:57,dev_9b5d3bcf9d,49.130.80.171,Chennai,13.0827,80.2707,wallet,benef_b7cd15c26e,completed,1653,2627.84,123,0,0,0,none,0,1,2,9,1.278
txn_a8a2564254,cust_00178,merch_eda360a87f,440.54,INR,2026-06-03T19:33:55,dev_cf8c0b4500,49.24.203.102,Pune,18.5204,73.8567,card,benef_7599c5e58d,completed,2202,379.34,330,0,0,0,none,1,1,3,2,1.161
txn_2fd2e23c8f,cust_00255,merch_95a0ec3e14,24347.97,INR,2026-07-22T15:02:19,dev_b00c988fe5,103.68.183.250,Kolkata,22.5726,88.3639,wallet,benef_76bd988fb5,completed,1852,1565.62,316,2,0,1,coordinated_cluster,9,17,40,34,15.552
txn_049cbdd5ca,cust_00345,merch_e2614244ee,2244.2,INR,2026-06-27T01:47:49,dev_c4f29994e3,49.50.208.29,Chennai,13.0827,80.2707,netbanking,benef_40704b4ea3,completed,1884,2184.9,206,0,0,0,none,1,2,2,4,1.027
txn_86f78dd4ec,cust_00149,merch_2029e75855,23341.99,INR,2026-06-16T09:59:53,dev_7066c01d6e,49.198.203.219,Chennai,13.0827,80.2707,wallet,benef_076233e10d,completed,2084,2665.17,333,0,0,1,new_beneficiary_high_amount,1,1,2,2,8.758
txn_b3e3f7ccba,cust_00233,merch_c2141d29d8,13115.01,INR,2026-07-05T04:33:46,dev_b00c988fe5,103.70.135.17,Pune,18.5204,73.8567,card,benef_76bd988fb5,completed,374,3974.6,441,2,0,1,coordinated_cluster,4,13,21,40,3.3
txn_9a3c8b59ca,cust_00272,merch_bd45cae8e0,2045.98,INR,2026-07-08T09:31:29,dev_8d6685e05a,49.193.166.49,Bengaluru,12.9716,77.5946,upi,benef_a3521ac0d2,completed,200,1930.83,389,0,0,0,none,1,0,4,7,1.06
txn_30643248c6,cust_00476,merch_314f15c227,1021.55,INR,2026-07-23T08:31:44,dev_e7f6ddfd04,49.181.25.1,Mumbai,19.076,72.8777,wallet,benef_350fe9dbe1,completed,324,1516.5,290,0,0,0,none,0,2,2,1,0.674
txn_bc5be901b2,cust_00000,merch_95a0ec3e14,2013.06,INR,2026-07-16T19:20:51,dev_89abfa6421,49.7.190.71,Mumbai,19.076,72.8777,upi,benef_7874ca3a01,completed,576,1695.88,410,0,0,1,velocity_burst,9,9,37,29,1.187
txn_adf2ae10c7,cust_00366,merch_ce05f572e1,6846.89,INR,2026-07-27T16:45:41,dev_b51d0c2ddf,49.187.251.58,Delhi,28.7041,77.1025,wallet,benef_33a0112d22,completed,98,5058.48,145,0,0,0,none,1,1,1,4,1.354
txn_bd23b74815,cust_00127,merch_c84b2d9f81,778.1,INR,2026-07-10T08:09:27,dev_2ccfc405d1,49.157.246.190,Bengaluru,12.9716,77.5946,wallet,benef_b895090f98,completed,856,865.63,68,0,0,0,none,1,1,0,6,0.899
txn_123959e978,cust_00341,merch_e2614244ee,3833.43,INR,2026-06-27T21:44:14,dev_9c7aea513e,49.226.215.46,Kolkata,22.5726,88.3639,wallet,benef_d468d94baa,completed,153,5623.36,85,0,0,0,none,0,2,4,9,0.682
txn_c6fa59db32,cust_00448,merch_95a0ec3e14,1666.2,INR,2026-07-11T18:41:00,dev_ab4a566634,103.70.135.17,Delhi,28.7041,77.1025,netbanking,benef_7444e714f4,completed,754,2040.67,475,0,0,1,shared_ip,0,2,1,6,0.816
txn_d22dd5cd1c,cust_00259,merch_c84b2d9f81,4950.64,INR,2026-07-20T14:28:18,dev_0764e49cc3,49.115.158.2,Ahmedabad,23.0225,72.5714,card,benef_11211cc351,completed,82,5463.39,350,0,0,0,none,1,2,2,3,0.906
txn_df9db456c9,cust_00012,merch_5ca7180d9a,672.6,INR,2026-07-04T03:54:12,dev_7ef326f89c,49.216.197.199,Pune,18.5204,73.8567,netbanking,benef_0929bd5855,completed,136,618.85,467,0,0,0,none,0,2,0,1,1.087
txn_462b3aab63,cust_00120,merch_cabe3a62d2,1879.82,INR,2026-06-06T08:27:03,dev_1caf002a37,49.182.137.33,Bengaluru,12.9716,77.5946,netbanking,benef_0d95485ecb,completed,228,1863.57,90,0,0,0,none,0,2,3,5,1.009
txn_5846ece1c9,cust_00070,merch_07be2912df,6204.76,INR,2026-06-13T06:29:15,dev_858d373828,49.18.243.171,Kolkata,22.5726,88.3639,upi,benef_068e8e657e,completed,1290,5548.39,231,0,0,0,none,0,2,3,3,1.118
txn_ba40f2e6d2,cust_00426,merch_869521008e,3939.67,INR,2026-07-25T22:57:52,dev_553abb0477,49.152.140.47,Hyderabad,17.385,78.4867,wallet,benef_3f3354d3d7,completed,2258,4185.76,488,0,0,0,none,0,0,0,7,0.941
txn_130a5febe1,cust_00335,merch_2029e75855,3295.11,INR,2026-06-17T07:18:07,dev_c4a159e065,49.36.28.158,Chennai,13.0827,80.2707,netbanking,benef_5e6b3473c0,completed,985,4523.08,405,0,0,0,none,1,2,0,10,0.729
txn_76519123a4,cust_00251,merch_869521008e,5979.3,INR,2026-07-29T13:34:52,dev_410dc4f0d3,49.174.243.147,Pune,18.5204,73.8567,wallet,benef_d362d45229,completed,1896,5911.31,500,0,0,0,none,1,0,2,3,1.012
txn_608c9b61ce,cust_00377,merch_0d1d63e3f9,6487.1,INR,2026-06-14T04:12:08,dev_c87b426a36,49.218.58.77,Hyderabad,17.385,78.4867,upi,benef_bfbf4e7c15,completed,596,5187.99,50,0,0,0,none,1,0,4,7,1.25
txn_cdb036c59d,cust_00429,merch_fd372ae5fa,1992.83,INR,2026-06-23T18:56:25,dev_5c3447a622,49.184.109.203,Delhi,28.7041,77.1025,card,benef_fad50b9e27,completed,1844,2448.85,269,0,0,0,none,1,0,4,1,0.814
txn_195f3ad494,cust_00193,merch_d78340946b,380.78,INR,2026-06-04T18:48:39,dev_d1f7f944b5,49.29.170.222,Delhi,28.7041,77.1025,netbanking,benef_adb0d91eea,completed,65,446.95,100,0,0,1,shared_device,0,0,3,5,0.852
txn_b174fe188f,cust_00100,merch_e2614244ee,6144.72,INR,2026-06-16T05:44:00,dev_e0ca52c73d,49.156.156.247,Delhi,28.7041,77.1025,wallet,benef_d86827aa99,completed,474,4563.18,61,0,0,0,none,0,2,2,5,1.347
txn_9cb32cc82e,cust_00402,merch_01836b4c1c,2690.57,INR,2026-07-19T21:11:57,dev_61f1c79bcb,49.22.128.217,Lagos,6.5244,3.3792,upi,benef_aab8eb11ec,completed,1361,2773.29,223,0,0,1,suspicious_geo,1,2,2,2,0.97
txn_ad050423ac,cust_00059,merch_ce05f572e1,540.68,INR,2026-06-11T23:35:30,dev_4d308a6082,49.175.64.171,Hyderabad,17.385,78.4867,card,benef_ae1d5a4c10,completed,2298,885.92,218,0,0,0,none,1,1,1,2,0.61
txn_04236ebd21,cust_00387,merch_ea7ea275c9,5157.73,INR,2026-07-04T00:56:44,dev_31d354a562,49.81.106.12,Pune,18.5204,73.8567,wallet,benef_525078dfd0,completed,911,3506.39,17,0,0,0,none,1,2,4,9,1.471
txn_6528b12c57,cust_00153,merch_5b4ca87e59,393.34,INR,2026-07-06T04:43:09,dev_b2ca59afd2,49.220.199.106,Hyderabad,17.385,78.4867,card,benef_6e8dd17bdc,completed,1942,548.79,146,0,0,0,none,0,0,3,5,0.717
txn_b6c1181306,cust_00232,merch_c84b2d9f81,2078.25,INR,2026-06-10T15:05:56,dev_05accc13d7,49.130.19.80,Pune,18.5204,73.8567,netbanking,benef_7931602940,completed,159,2931.93,235,0,0,0,none,1,2,1,3,0.709
txn_aa05e8f74e,cust_00273,merch_2029e75855,3236.0,INR,2026-06-17T09:58:40,dev_8d99874e82,49.32.205.95,Chennai,13.0827,80.2707,netbanking,benef_76e5dfd30c,completed,1643,2790.62,384,0,0,0,none,0,1,1,7,1.16
txn_12428a5f50,cust_00009,merch_cabe3a62d2,3004.3,INR,2026-07-16T10:01:09,dev_d1f7f944b5,49.98.72.117,Mumbai,19.076,72.8777,card,benef_78b8d0f4c7,completed,1499,3923.4,50,0,0,1,shared_device,1,0,1,3,0.766
txn_03d6d3e676,cust_00061,merch_71143b04d0,1849.61,INR,2026-06-17T22:12:25,dev_205cc328a0,49.46.189.237,Bengaluru,12.9716,77.5946,upi,benef_76c6e69ae3,completed,1691,2193.46,81,0,0,0,none,1,0,0,1,0.843
txn_b7167ee968,cust_00086,merch_a7156e2770,6215.23,INR,2026-07-10T10:29:22,dev_e70a061738,49.99.178.40,Lagos,6.5244,3.3792,card,benef_24842fdf54,completed,268,4326.59,89,0,0,1,suspicious_geo,1,2,4,8,1.437
txn_3f7ebe53f2,cust_00277,merch_fd372ae5fa,1378.11,INR,2026-07-19T15:02:27,dev_55076fee72,49.155.184.110,Ahmedabad,23.0225,72.5714,upi,benef_2f152fd3eb,completed,1823,1249.88,489,0,0,0,none,1,0,2,10,1.103
txn_5f0dfff9c8,cust_00056,merch_bd45cae8e0,2464.14,INR,2026-07-30T04:32:43,dev_fb410d8734,49.142.181.110,Ahmedabad,23.0225,72.5714,wallet,benef_fb72b4065f,completed,463,3497.17,484,0,0,0,none,1,1,3,9,0.705
txn_f5012a8230,cust_00424,merch_4b2372e333,1678.28,INR,2026-07-19T16:35:05,dev_880a076175,49.247.102.248,Delhi,28.7041,77.1025,wallet,benef_aee6ea6d50,completed,2016,2119.08,355,0,0,0,none,1,1,2,7,0.792
txn_cef720403c,cust_00356,merch_abf9ee9ff5,768.58,INR,2026-07-28T10:50:31,dev_23f21defe6,49.20.235.145,Pune,18.5204,73.8567,card,benef_ba1f3339f3,completed,2248,939.59,388,0,0,0,none,1,0,2,6,0.818
txn_c59f3457ef,cust_00180,merch_ce05f572e1,2612.58,INR,2026-06-10T20:55:46,dev_79e7076e3d,49.28.173.60,Pune,18.5204,73.8567,card,benef_e9a92d3944,completed,2304,2987.42,52,0,0,0,none,1,0,2,8,0.875
txn_ffe45f38f8,cust_00252,merch_d78340946b,7579.89,INR,2026-06-13T22:50:29,dev_52538832ca,49.129.136.108,Kolkata,22.5726,88.3639,netbanking,benef_2fe48a42d9,completed,822,5807.73,431,0,0,0,none,1,2,2,4,1.305
txn_888abb26b3,cust_00042,merch_869521008e,3098.16,INR,2026-06-05T04:44:01,dev_6103589ca6,49.15.13.150,Pune,18.5204,73.8567,card,benef_7bc96705e9,completed,2180,3017.69,235,0,0,0,none,0,2,3,2,1.027
txn_0e68d43c4d,cust_00031,merch_0d1d63e3f9,4185.86,INR,2026-06-26T15:36:04,dev_e94d5b0ab1,49.139.34.186,Hyderabad,17.385,78.4867,wallet,benef_343ea24db2,completed,2343,5632.43,414,0,0,1,merchant_abuse,9,10,17,46,0.743
txn_ad3abb55aa,cust_00429,merch_bd45cae8e0,2616.92,INR,2026-07-07T02:56:20,dev_5c3447a622,49.184.109.203,Delhi,28.7041,77.1025,upi,benef_8f41729a2d,completed,1844,2448.85,122,0,0,0,none,1,0,3,9,1.069
txn_389b8bfa57,cust_00147,merch_ea7ea275c9,10445.25,INR,2026-07-15T01:09:46,dev_dfb5882916,49.107.214.124,Chennai,13.0827,80.2707,wallet,benef_a7d944f572,completed,1003,5887.39,64,0,0,0,none,0,2,3,2,1.774
txn_157c214398,cust_00193,merch_2340f5e723,174.23,INR,2026-07-26T08:31:39,dev_0f2706e30f,49.29.170.222,Delhi,28.7041,77.1025,card,benef_97257432e1,completed,65,446.95,164,0,0,0,none,1,1,3,5,0.39
txn_3006f85318,cust_00279,merch_9b22423275,3026.83,INR,2026-07-17T02:45:55,dev_1d89ab9178,49.20.172.164,Bengaluru,12.9716,77.5946,upi,benef_5fc37e7e11,completed,2106,2615.4,256,0,0,0,none,1,2,0,3,1.157
txn_0c96e5569e,cust_00392,merch_0d1d63e3f9,6569.85,INR,2026-07-16T20:31:53,dev_6273931805,49.235.228.139,Delhi,28.7041,77.1025,upi,benef_b643bb8e54,completed,245,5944.84,254,0,0,0,none,0,2,0,3,1.105
txn_2f833dc2f5,cust_00300,merch_9b22423275,745.66,INR,2026-06-01T22:29:03,dev_36223a1e28,49.212.222.8,Bengaluru,12.9716,77.5946,upi,benef_dd5ff8af05,completed,2367,762.97,279,0,0,0,none,1,1,2,5,0.977
txn_7faa4e86a8,cust_00161,merch_95a0ec3e14,3691.95,INR,2026-07-10T10:19:25,dev_d621d7733d,49.251.26.195,Kolkata,22.5726,88.3639,netbanking,benef_66cbfce5fb,completed,416,3912.36,379,0,0,0,none,1,0,4,10,0.944
txn_af09a1d742,cust_00007,merch_bd45cae8e0,5175.79,INR,2026-07-11T08:49:37,dev_b5c3e45257,103.68.183.250,Chennai,13.0827,80.2707,card,benef_4f72af78f5,completed,1486,5347.07,402,0,0,1,shared_ip,1,0,3,8,0.968
